Country,City,latitude,Longitude,Date,Type,UTCTime
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-07,rise,2016-05-07 09:42:13
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-07,set,2016-05-07 22:35:22
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-08,rise,2016-05-08 09:41:46
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-08,set,2016-05-08 22:35:42
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-09,rise,2016-05-09 09:41:20
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-09,set,2016-05-09 22:36:03
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-10,rise,2016-05-10 09:40:55
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-10,set,2016-05-10 22:36:24
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-11,rise,2016-05-11 09:40:31
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-11,set,2016-05-11 22:36:45
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-12,rise,2016-05-12 09:40:08
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-12,set,2016-05-12 22:37:07
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-13,rise,2016-05-13 09:39:46
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-13,set,2016-05-13 22:37:28
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-14,rise,2016-05-14 09:39:24
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-14,set,2016-05-14 22:37:50
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-15,rise,2016-05-15 09:39:04
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-15,set,2016-05-15 22:38:11
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-16,rise,2016-05-16 09:38:45
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-16,set,2016-05-16 22:38:33
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-17,rise,2016-05-17 09:38:26
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-17,set,2016-05-17 22:38:55
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-18,rise,2016-05-18 09:38:09
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-18,set,2016-05-18 22:39:17
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-19,rise,2016-05-19 09:37:52
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-19,set,2016-05-19 22:39:39
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-20,rise,2016-05-20 09:37:37
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-20,set,2016-05-20 22:40:02
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-21,rise,2016-05-21 09:37:22
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-21,set,2016-05-21 22:40:24
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-22,rise,2016-05-22 09:37:09
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-22,set,2016-05-22 22:40:46
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-23,rise,2016-05-23 09:36:57
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-23,set,2016-05-23 22:41:09
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-24,rise,2016-05-24 09:36:45
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-24,set,2016-05-24 22:41:31
